id,sourceUrl,originalSourceUrl,name_en,name_ru,name_tg,gender,category,subCategory,tags_en,tags_ru,tags_tg,description_en,description_ru,description_tg
item-1759824802703-71,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824802703-71.jpg,,Ikat Fabric,Ткань Икат,Матои Икат,unisex,Материалы,,Ikat; traditional; Central Asian; textile; wavy pattern; magenta; olive green; white; fabric; handmade; adras,Икат; традиционный; центральноазиатский; текстиль; волнообразный узор; маджента; оливковый; белый; ткань; ручная работа; адрас,Икат; анъанавӣ; Осиёи Марказӣ; матоъ; нақши мавҷнок; маҷента; сабзи зайтунӣ; сафед; абрешим; дастӣ; адрас,"This exquisite Ikat fabric showcases a mesmerizing traditional Central Asian pattern in a vibrant palette of magenta, olive green, and white. Its unique wavy motifs evoke a sense of heritage and artisanal craftsmanship, perfect for elegant apparel or decorative accents.","Эта изысканная ткань Икат демонстрирует завораживающий традиционный центральноазиатский узор в яркой палитре мадженты, оливкового и белого цветов. Ее уникальные волнообразные мотивы вызывают ощущение наследия и ремесленного мастерства, идеально подходящего для элегантной одежды или декоративных акцентов.","Ин матои нозуки Икат нақши дилрабои анъанавии Осиёи Марказиро бо рангҳои равшани маҷента, сабзи зайтунӣ ва сафед намоиш медиҳад. Нақшҳои мавҷноки беназири он ҳисси мерос ва ҳунармандиро ба вуҷуд меоранд, ки барои либосҳои зебо ё ороишоти хона мувофиқанд."
item-1759824788878-70,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824788878-70.jpg,,Vibrant Ikat Rhythm,Яркий Ритм Иката,Ритми Икати Ҷолиб,unisex,Материалы,,ikat; pattern; vibrant; traditional; geometric; floral; textile; fabric; silk; cotton; red; purple; orange; yellow; pink; brown; dark background,икат; узор; яркий; традиционный; геометрический; цветочный; текстиль; ткань; шелк; хлопок; красный; фиолетовый; оранжевый; желтый; розовый; коричневый; темный фон,икат; нақш; ҷолиб; анъанавӣ; геометрӣ; гулдор; матоъ; абрешим; пахта; сурх; бунафш; норанҷӣ; зард; гулобӣ; қаҳваранг; заминаи тира,"A captivating ikat fabric featuring a rhythmic blend of vibrant purple, red, orange, and pink patterns on a deep, dark background, evoking traditional artistry and modern flair.","Завораживающая ткань икат с ритмичным сочетанием ярких фиолетовых, красных, оранжевых и розовых узоров на глубоком темном фоне, отражающая традиционное мастерство и современный стиль.","Матои ҷолиби икат бо омезиши ритмикии нақшҳои бунафш, сурх, норанҷӣ ва гулобии дурахшон дар заминаи сиёҳи чуқур, ки ҳунари анъанавӣ ва услуби муосирро инъикос мекунад."
item-1759824767251-69,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824767251-69.jpg,,Royal Blue Ikat Adras Fabric,Ткань Адрас с синим узором Икат,Матои Адрас бо нақши Икати кабуд,unisex,Материалы,,ikat;adras;traditional;Central Asian;blue;fabric;pattern;textile;silk blend;geometric;ornate;folk,икат;адрас;традиционный;центральноазиатский;синий;ткань;узор;текстиль;шелковый;геометрический;орнамент;народный,икат;адрес;анъанавӣ;Осиёи Марказӣ;кабуд;матоъ;нақш;нассоҷӣ;абрeшим;геометрӣ;ороишот;мардумӣ,An exquisite Adras fabric showcasing a vibrant royal blue ikat pattern. This traditional Central Asian textile is perfect for creating distinctive garments and home decor.,Изысканная ткань Адрас с ярким синим узором икат. Этот традиционный центральноазиатский текстиль идеально подходит для создания уникальной одежды и предметов домашнего декора.,Матои нозуки Адраз бо нақши икати кабуди равшан. Ин матои анъанавии Осиёи Марказӣ барои сохтани либосҳои фарқкунанда ва ороиши хона беҳтарин аст.
item-1759824743723-68,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824743723-68.jpg,,Ikat Zigzag Fabric,Ткань Икат Зигзаг,Матои Икат Зигзаг,unisex,Материалы,,ikat;zigzag;pattern;fabric;textile;Central Asian;traditional;pink;orange;vibrant,икат;зигзаг;узор;ткань;текстиль;центральноазиатский;традиционный;розовый;оранжевый;яркий,икат;зигзаг;нақш;матоъ;нассоҷӣ;Осиёи Марказӣ;миллӣ;гулобӣ;норанҷӣ;рангоранг,"Vibrant Ikat fabric featuring a striking zigzag pattern in bold pink and warm orange tones, a hallmark of Central Asian textile artistry.","Яркая ткань икат с выразительным зигзагообразным узором в смелых розовых и теплых оранжевых тонах, визитная карточка центральноазиатского текстильного искусства.","Матои дурахшони икат бо нақши барҷастаи зигзаг дар рангҳои гулобии ҷасур ва норанҷии гарм, ки нишонаи санъати нассоҷии Осиёи Марказӣ мебошад."
item-1759824717839-67,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824717839-67.jpg,,Adras Ikat Fabric with Crimson Accents,Ткань Адрас Икат с Бордовыми Акцентами,Матои Адрас Икат бо нақшҳои арғувонӣ,unisex,Материалы,,ikat; adras; fabric; traditional; pattern; textile; black; red; cream; Central Asian; silk blend; handcrafted; vibrant; ethnic,икат; адрас; ткань; традиционный; узор; текстиль; черный; красный; кремовый; Центральноазиатский; шелковая смесь; ручная работа; яркий; этнический,икат; адрас; матоъ; анъанавӣ; нақш; бофандагӣ; сиёҳ; сурх; қаймоқӣ; Осиёи Марказӣ; абрешим; дастӣ; рангин; миллӣ,"A striking Adras ikat fabric featuring a traditional pattern in deep black, creamy off-white, and vibrant crimson. This handcrafted textile embodies the rich cultural heritage of Central Asia, perfect for unique garments and decor.","Яркая ткань адрас икат с традиционным узором в глубоком черном, кремово-белом и насыщенном бордовом цветах. Этот текстиль ручной работы воплощает богатое культурное наследие Центральной Азии, идеально подходит для уникальных нарядов и декора.","Матои зебои адраси икат бо нақшҳои анъанавии сиёҳи амиқ, сафеди қаймоқӣ ва арғувони равшан. Ин бофандагии дастӣ мероси фарҳангии ғанӣ Осиёи Марказиро таҷассум мекунад, ки барои либосҳо ва ороишоти беназир мувофиқ аст."
item-1759824701160-66,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824701160-66.jpg,,Maroon Ikat Pattern Fabric,Икат Бордовый Узор,Матои нақши Икати сурхи хиштӣ,unisex,Материалы,,ikat; fabric; textile; maroon; white; traditional; Central Asian; pattern; handmade; silk blend; cotton,икат; ткань; текстиль; бордовый; белый; традиционный; центральноазиатский; узор; ручная работа; смесовый шелк; хлопок,икат; матоъ; нассоҷӣ; сурхи хиштӣ; сафед; миллӣ; Осиёи Марказӣ; нақш; дастрас; абрешим; пахта,"This exquisite fabric features a traditional ikat pattern in a rich maroon against a crisp white background. The unique dyeing technique creates soft, blurred edges, characteristic of authentic Central Asian textiles. Ideal for traditional garments or modern design accents.","Эта изысканная ткань украшена традиционным узором икат насыщенного бордового цвета на чистом белом фоне. Уникальная техника окрашивания создает мягкие, размытые края, характерные для аутентичных центральноазиатских тканей. Идеально подходит для традиционной одежды или современных дизайнерских акцентов.","Ин матои аҷиб нақши анъанавии икатро бо ранги сурхи хиштӣ дар заминаи сафеди равшан дорад. Усули беназири рангкунӣ кунҷҳои нарм ва норавшанро ба вуҷуд меорад, ки хоси нассоҷии аслии Осиёи Марказӣ мебошад. Барои либосҳои миллӣ ё ороишҳои муосир мувофиқ аст."
item-1759824687358-65,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824687358-65.jpg,,"Ikat Fabric ""Golden Sunset""","Ткань икат ""Золотой закат""","Матоъи Икат ""Офтоби тиллоӣ""",unisex,Материалы,,ikat;traditional;Central Asian;fabric;textile;pattern;golden;yellow;grey;white;maroon;vibrant;ethnic;silk;cotton,икат;традиционный;центральноазиатский;ткань;текстиль;узор;золотой;желтый;серый;белый;бордовый;яркий;этнический;шелк;хлопок,икат;анъанавӣ;Осиёи Марказӣ;матоъ;нассоҷӣ;нақш;тиллоӣ;зард;хокистарӣ;сафед;марун;ҷолиб;миллӣ;абрешим;пахта,"A vibrant Ikat fabric featuring a traditional Central Asian pattern in shades of golden yellow, grey, white, and maroon. Perfect for crafting exquisite apparel or decorative items, this textile embodies rich cultural heritage.","Яркая ткань икат с традиционным центральноазиатским узором в оттенках золотисто-желтого, серого, белого и бордового. Идеально подходит для создания изысканной одежды или декоративных изделий, этот текстиль воплощает богатое культурное наследие.","Матоъи икати рангоранг бо нақши анъанавии Осиёи Марказӣ бо рангҳои зард-тиллоӣ, хокистарӣ, сафед ва марун. Ин нассоҷӣ барои дӯхтани либосҳои зебо ва ашёи ороишӣ комил буда, мероси ғании фарҳангиро таҷассум мекунад."
item-1759824668626-64,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824668626-64.jpg,,Geometric Ikat Fabric,Ткань икат с геометрическим узором,Матои икат бо нақши геометрӣ,unisex,Материалы,,ikat; geometric; black and white; traditional; fabric; pattern; textile; adras,икат; геометрический; черно-белый; традиционный; ткань; узор; текстиль; адрас,икат; геометрӣ; сиёҳу сафед; миллӣ; матоъ; нақш; бофандагӣ; адрас,"A striking black and white ikat fabric featuring a bold geometric pattern of interlocking triangles and dots, embodying timeless elegance and traditional craftsmanship. Perfect for contemporary designs with a cultural touch.","Эффектная черно-белая ткань икат с выразительным геометрическим узором из переплетающихся треугольников и точек, воплощающая вневременную элегантность и традиционное мастерство. Идеально подходит для современных дизайнов с культурным акцентом.","Матои икати сиёҳу сафеди ҷолиб бо нақши ҷолиби геометрӣ аз секунҷаҳо ва нуқтаҳои ба ҳам пайваста, ки зебогии безавол ва ҳунари анъанавиро ифода мекунад. Барои тарҳҳои муосир бо ламси фарҳангӣ комил аст."
item-1759824646563-63,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824646563-63.jpg,,Golden Ikat Silk Fabric,Золотистая ткань икат из шелка,Матои абрешими зарҳалии икат,unisex,Материалы,,ikat; silk; traditional; pattern; gold; brown; cream; white; textile; central asian; fabric,икат; шелк; традиционный; узор; золотой; коричневый; кремовый; белый; текстиль; центральноазиатский; ткань,икат; абрешим; миллӣ; нақш; тиллоӣ; қаҳваранг; қаймоқӣ; сафед; матоъ; осиёи марказӣ; бофта,"An exquisite silk ikat fabric featuring a rich golden-brown and cream traditional pattern. Its luxurious texture and intricate design embody the heritage of Central Asian textile artistry, perfect for crafting elegant apparel or decorative pieces.","Изысканная шелковая ткань икат с насыщенным золотисто-коричневым и кремовым традиционным узором. Ее роскошная текстура и замысловатый дизайн воплощают наследие центральноазиатского текстильного искусства, идеально подходящую для создания элегантной одежды или декоративных изделий.","Матои абрешими икат бо нақши анъанавии зарҳалии қаҳваранг ва ранги қаймоқӣ. Ин матоъи боҳашамат ва тарҳи мураккаби он мероси ҳунари нассоҷии Осиёи Марказиро таҷассум мекунад, ки барои сохтани либосҳои зебо ё ашёи ороишӣ комил аст."
item-1759824631455-62,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824631455-62.jpg,,Black and White Ikat Pattern Fabric,Ткань с черно-белым узором икат,Матоъ бо нақши икати сиёҳу сафед,unisex,Материалы,,ikat; fabric; pattern; textile; black; white; traditional; geometric; cotton,икат; ткань; узор; текстиль; черный; белый; традиционный; геометрический; хлопок,икат; матоъ; нақш; нассоҷӣ; сиёҳ; сафед; миллӣ; геометрӣ; пахта,"Elegant fabric featuring a striking black and white ikat pattern, perfect for creating unique garments or home decor. The traditional motif adds a sophisticated touch.","Элегантная ткань с эффектным черно-белым узором икат, идеально подходящая для создания уникальной одежды или домашнего декора. Традиционный мотив придает изысканный вид.","Матои зебо бо нақши икати сиёҳу сафед, ки барои офаридани либосҳои беназир ё ороиши хона комил аст. Нақши миллӣ ба он зебогии хоса мебахшад."
item-1759824618568-61,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824618568-61.jpg,,Ikat 'Blue Petals',Икат 'Голубые Лепестки',Икат 'Гулбаргҳои кабуд',unisex,Материалы,,ikat;traditional;fabric;blue;gray;off-white;pattern;textile;Central Asian;silk;cotton;abstract;floral;butterfly,икат;традиционный;ткань;синий;серый;бежевый;узор;текстиль;Центральная Азия;шелк;хлопок;абстрактный;цветочный;бабочка,икат;миллӣ;матоъ;кабуд;хокистарӣ;сафеди бананӣ;нақш;бофандагӣ;Осиёи Марказӣ;абрешим;пахта;абстрактӣ;гулдор;шапалак,An exquisite ikat fabric featuring a beautiful traditional pattern in striking blue and soft gray tones against a warm off-white background. Perfect for crafting elegant apparel or unique home decor.,Изысканная ткань икат с красивым традиционным узором в ярких синих и мягких серых тонах на теплом бежевом фоне. Идеально подходит для создания элегантной одежды или уникального домашнего декора.,Матоъи икати нозук бо нақши зебои миллӣ дар оҳангҳои кабуди равшан ва хокистарии нарм дар заминаи сафеди бананӣ. Муносиб барои дӯхтани либосҳои зебо ё ороиши хонаи истисноӣ.
item-1759824599646-60,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824599646-60.jpg,,"""Shine of the East"" Ikat Fabric","Икат ""Сияние Востока""","Матои икат ""Шуълаи Шарқ""",unisex,Материалы,,ikat;traditional;pattern;fabric;silk blend;vibrant;ethnic;Central Asian;geometric;ornamental;colorful;textile,икат;традиционный;узор;ткань;смешанный шелк;яркий;этнический;Среднеазиатский;геометрический;орнаментальный;красочный;текстиль,икат;анъанавӣ;нақш;матоъ;абрешими омехта;рангоранг;этникӣ;Осиёи Марказӣ;геометрӣ;ороишӣ;зебо;нассоҷӣ,"A stunning ikat fabric featuring a vibrant, traditional Central Asian pattern with rich blues, deep reds, and striking geometric motifs. Perfect for elegant apparel or decorative accents.","Потрясающая ткань икат с ярким традиционным среднеазиатским узором, включающим насыщенные синие, глубокие красные и выразительные геометрические мотивы. Идеально подходит для пошива элегантной одежды или декоративных элементов.","Матои икати дилрабо бо нақши рангоранги анъанавии Осиёи Марказӣ, ки кабуди амиқ, сурхи тира ва нақшҳои геометрии ҷолибро дар бар мегирад. Барои дӯхтани либосҳои зебо ё ороишоти хонагӣ мувофиқ аст."
item-1759824570587-59,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824570587-59.jpg,,Ikat Atlas Fabric,Атлас с узором Икат,Матои Атлас бо нақши Икат,unisex,Материалы,,ikat; silk; traditional; Central Asian; vibrant; pattern; textile; fabric; handwoven; luxurious; colorful; atlas,икат; шелк; традиционный; среднеазиатский; яркий; узор; текстиль; ткань; ручная работа; роскошный; красочный; атлас,икат; абрешим; миллӣ; Осиёи Марказӣ; рангоранг; нақш; матоъ; бофта; дастӣ; боҳашамат; атлас,A luxurious ikat atlas fabric featuring a bold and vibrant traditional Central Asian pattern. Its rich colors and intricate design make it perfect for statement apparel and home decor.,Роскошная ткань атлас-икат с ярким и смелым традиционным центральноазиатским узором. Его насыщенные цвета и замысловатый дизайн делают его идеальным для создания выразительной одежды и домашнего декора.,"Матои боҳашамати атласи икат бо нақши анъанавии Осиёи Марказӣ, ки ҷолиб ва рангоранг аст. Рангҳои бой ва тарҳи мураккаби он онро барои либосҳои намоён ва ороиши хона комил месозад."
item-1759824552369-58,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824552369-58.jpg,,Vibrant Adras Ikat Fabric,Яркая ткань Адрас Икат,Матои атласи икати дурахшон,unisex,Материалы,,ikat; adras; traditional; geometric; vibrant; fabric; pattern; silk blend; Central Asian,икат; адрас; традиционный; геометрический; яркий; ткань; узор; шелковая смесь; Центральная Азия,атлас; икат; анъанавӣ; геометрӣ; дурахшон; матоъ; нақш; омехтаи абрешим; Осиёи Марказӣ,"A striking Adras ikat fabric showcasing a rich, traditional Central Asian pattern. Its vibrant black background is adorned with bold geometric motifs in contrasting shades of pink, red, yellow, green, and white, perfect for creating unique garments or home decor.","Яркая ткань Адрас икат с богатым, традиционным узором Центральной Азии. Ее яркий черный фон украшен смелыми геометрическими мотивами в контрастных оттенках розового, красного, желтого, зеленого и белого, идеально подходящая для создания уникальной одежды или домашнего декора.","Матои зебои атласи икат, ки нақши бой ва анъанавии Осиёи Марказиро намоиш медиҳад. Заминаи сиёҳи дурахшони он бо нақшҳои ҷасури геометрӣ бо рангҳои гуногуни гулобӣ, сурх, зард, сабз ва сафед оро дода шудааст, ки барои сохтани либосҳои беназир ё ороиши хона мувофиқ аст."
item-1759824534342-57,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824534342-57.jpg,,Vibrant Adras Ikat Fabric,Яркая ткань Адрас Икат,Матои Адраси рангоранг,unisex,Материалы,,ikat; adras; silk; patterned fabric; traditional; vibrant; central asian; textile; folk art; bright colors; geometric; hand-dyed; artisanal; dressmaking; black; blue; orange; red; pink; white,икат; адрас; шелк; узорчатая ткань; традиционный; яркий; центральноазиатский; текстиль; народное искусство; яркие цвета; геометрический; ручная окраска; ремесленный; пошив одежды; черный; синий; оранжевый; красный; розовый; белый,икат; адрас; абрешим; матои нақшин; анъанавӣ; рангоранг; Осиёи Марказӣ; нассоҷӣ; ҳунари халқӣ; рангҳои дурахшон; геометрӣ; дастӣ рангшуда; ҳунарӣ; дӯзандагӣ; сиёҳ; кабуд; норанҷӣ; сурх; гулобӣ; сафед,"A stunning Adras ikat fabric showcasing a mesmerizing traditional pattern in a rich palette of black, blue, orange, red, and pink. This vibrant textile embodies Central Asian craftsmanship, perfect for unique fashion creations or exquisite decor.","Потрясающая ткань адрас икат, демонстрирующая завораживающий традиционный узор в богатой палитре черного, синего, оранжевого, красного и розового. Этот яркий текстиль воплощает центральноазиатское мастерство, идеально подходящий для уникальных модных изделий или изысканного декора.","Матои зарбофти адраси нақши икат, ки нақши анъанавии дилраборо бо рангҳои сиёҳ, кабуд, норанҷӣ, сурх ва гулобӣ намоиш медиҳад. Ин нассоҷии рангоранг ҳунари Осиёи Марказиро таҷассум мекунад, ки барои офаридаҳои мӯди беназир ё ороиши зебо мувофиқ аст."
item-1759824515472-56,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824515472-56.jpg,,Ikat Pattern Fabric with Orange and Grey-Green,Ткань с узором икат в оранжево-серо-зеленых тонах,Матоъи нақши икат бо рангҳои норанҷӣ ва хокистаранг-сабз,unisex,Материалы,,ikat; fabric; pattern; traditional; modern; geometric; orange; grey-green; textile; Central Asian; abstract,икат; ткань; узор; традиционный; современный; геометрический; оранжевый; серо-зеленый; текстиль; центральноазиатский; абстрактный,икат; матоъ; нақш; миллӣ; муосир; геометрӣ; норанҷӣ; хокистаранг-сабз; нассоҷӣ; Осиёи Марказӣ; абстрактӣ,"This exquisite fabric showcases a modernized ikat pattern, blending vibrant orange with sophisticated grey-green tones. Its distinct geometric motifs evoke a sense of cultural heritage with a contemporary twist, ideal for creating statements in fashion or home decor.","Эта изысканная ткань демонстрирует модернизированный узор икат, сочетающий яркий оранжевый с утонченными серо-зелеными оттенками. Ее отчетливые геометрические мотивы вызывают чувство культурного наследия с современным акцентом, идеально подходя для создания ярких образов в моде или домашнем декоре.","Ин матои нозук нақши муосири икатро бо омезиши норанҷии равшан ва сабзи хокистарии мураккаб нишон медиҳад. Нақшҳои геометрии хоси он эҳсоси мероси фарҳангиро бо навовариҳои муосир таҷассум мекунанд, ки барои эҷоди услубҳои ҷолиб дар мӯд ё ороиши хона беҳтарин аст."
item-1759824498195-55,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824498195-55.jpg,,Ikat Pattern in Fuchsia and Black,Узор икат в фуксии и черном,Нақши икат бо рангҳои фуксия ва сиёҳ,unisex,Материалы,,ikat; vibrant; fuchsia; magenta; black; purple; traditional; Central Asian; textile; fabric; pattern; abstract; bold,икат; яркий; фуксия; маджента; черный; фиолетовый; традиционный; центральноазиатский; текстиль; ткань; узор; абстрактный; смелый,икат; дурахшон; фуксия; маҷента; сиёҳ; бунафш; миллӣ; Осиёи Марказӣ; нассоҷӣ; матоъ; нақш; абстрактӣ; ҷасур,"A striking ikat pattern featuring bold fuchsia, deep purple, and black abstract motifs, creating a visually captivating and energetic textile perfect for modern fashion or traditional garments.","Яркий узор икат, демонстрирующий смелые абстрактные мотивы фуксии, глубокого фиолетового и черного цветов, создающий визуально пленительный и энергичный текстиль, идеально подходящий для современной моды или традиционной одежды.","Нақши икати зебо, ки нақшҳои абстрактии фуксияи дурахшон, бунафши амиқ ва сиёҳро дар бар мегирад, матои ҷолиб ва пурқувватеро ба вуҷуд меорад, ки барои мӯди муосир ё либосҳои миллӣ мувофиқ аст."
item-1759824482632-54,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824482632-54.jpg,,Traditional Pink and Gold Ikat Fabric,Традиционная ткань Икат розово-золотистая,Матои икати гулобию тиллоии анъанавӣ,unisex,Материалы,,Ikat; silk; traditional; pattern; pink; gold; brown; textile; Central Asian; Uzbek; Tajik; fabric,Икат; шелк; традиционный; узор; розовый; золотой; коричневый; текстиль; центральноазиатский; узбекский; таджикский; ткань,Икат; абрешим; анъанавӣ; нақш; гулобӣ; тиллоӣ; қаҳваранг; матоъ; осиёимарказӣ; ӯзбекӣ; тоҷикӣ,"A vibrant and luxurious traditional Ikat silk fabric, featuring an intricate pattern in soft pink, shimmering gold, and rich brown tones. Perfect for creating elegant garments or decorative accents.","Яркая и роскошная традиционная ткань икат из шелка, с замысловатым узором в нежно-розовых, переливающихся золотых и насыщенных коричневых тонах. Идеально подходит для создания элегантной одежды или декоративных акцентов.","Матои абрешими икати анъанавии равшан ва боҳашамат, ки дорои нақши мураккаб дар оҳангҳои гулобии мулоим, тиллоии дурахшон ва қаҳваранги пурра мебошад. Барои сохтани либосҳои зебо ё ороишҳои ороишӣ комил аст."
item-1759824465180-53,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824465180-53.jpg,,Vibrant Ikat Silk Fabric,Яркий Икат Шелковая Ткань,Матои Абрешими Икати Ҷилодор,unisex,Материалы,,ikat; silk; traditional; colorful; geometric; Central Asian; vivid; vibrant; pattern; textile; handicraft,икат; шелк; традиционный; красочный; геометрический; центральноазиатский; яркий; узор; текстиль; ручнаяработа,икат; абрешим; миллӣ; рангоранг; геометрӣ; осиёимарказӣ; ҷилодор; нақш; бофта; ҳунармандӣ,"A captivating piece of traditional Central Asian ikat silk, boasting a dazzling array of vibrant colors and intricate geometric patterns. This exquisite fabric embodies rich cultural heritage and artisanal skill, perfect for unique apparel or decor.","Захватывающий образец традиционного центральноазиатского шелка икат, демонстрирующий ослепительное разнообразие ярких цветов и сложных геометрических узоров. Эта изысканная ткань воплощает богатое культурное наследие и мастерство, идеально подходит для уникальной одежды или декора.","Намунаи зебои абрешими икати анъанавии Осиёи Марказӣ, ки бо доираи васеи рангҳои ҷилодор ва нақшҳои мураккаби геометрӣ фарқ мекунад. Ин матои аҷиб мероси фарҳангии ғанӣ ва маҳорати ҳунармандиро инъикос мекунад, ки барои либос ё ороиши беназир мувофиқ аст."
item-1759824441570-52,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824441570-52.jpg,,Adras Ikat Textile Pattern,Узор ткани Адрас Икат,Нақши матои адрас Икат,unisex,Материалы,,Ikat; Adras; traditional; Uzbek; Tajik; Central Asian; silk blend; vibrant; ethnic; pattern; fabric; colorful; red; yellow; green; blue; pink; black; white; hand-dyed,Икат; Адрас; традиционный; узбекский; таджикский; центральноазиатский; шелковый; яркий; этнический; узор; ткань; красочный; красный; желтый; зеленый; синий; розовый; черный; белый; ручная роспись,Икат; Адрас; анъанавӣ; ӯзбекӣ; тоҷикӣ; осиёимарказӣ; абрешим; дурахшон; этникӣ; нақш; матоъ; рангоранг; сурх; зард; сабз; кабуд; гулобӣ; сиёҳ; сафед; дастӣ рангшуда,"An exquisite Adras Ikat textile pattern, celebrated for its vibrant, hand-dyed colors and unique blurred motifs. This traditional Central Asian design is ideal for creating authentic national garments, elegant home decor, or luxurious accessories.","Изысканный узор текстиля Адрас Икат, известный своими яркими, окрашенными вручную цветами и уникальными размытыми мотивами. Этот традиционный центральноазиатский дизайн идеально подходит для создания аутентичной национальной одежды, элегантного домашнего декора или роскошных аксессуаров.","Нақши нозуки матои адрас Икат, ки бо рангҳои дурахшони дастӣ ва нақшҳои беназири норавшанаш машҳур аст. Ин тарҳи анъанавии Осиёи Марказӣ барои офаридани либосҳои миллии аслӣ, ороиши зебои хонагӣ ё лавозимоти боҳашамат беҳтарин аст."
item-1759824420934-51,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824420934-51.jpg,,Ikat Fabric with Ornate Black and Gold Pattern,Ткань Икат с орнаментальным черно-золотым узором,Матои Икат бо нақши сиёҳу тиллоии нафис,unisex,Материалы,,ikat; fabric; pattern; traditional; black; white; gold; silk; textile; ornate; Central Asian,икат; ткань; узор; традиционный; черный; белый; золотой; шелк; текстиль; орнамент; Центральная Азия,икат; матоъ; нақш; анъанавӣ; сиёҳ; сафед; тиллоӣ; абрешим; бофта; зебо; Осиёи Марказӣ,"An exquisite ikat fabric showcasing a bold and intricate pattern in black, white, and golden hues. This traditional textile art piece embodies the rich cultural heritage of Central Asia, perfect for creating unique garments or luxurious home decor.","Изысканная ткань икат с ярким и сложным узором в черных, белых и золотистых тонах. Это традиционное текстильное произведение искусства воплощает богатое культурное наследие Центральной Азии, идеально подходящее для создания уникальной одежды или роскошного домашнего декора.","Матои нозуки икат, ки нақши ҷасурона ва мураккабро дар рангҳои сиёҳ, сафед ва тиллоӣ нишон медиҳад. Ин асари ҳунарии анъанавии нассоҷӣ мероси бойи фарҳангии Осиёи Марказиро таҷассум мекунад, ки барои сохтани либосҳои беназир ё ороиши боҳашамати хона мувофиқ аст."
item-1759824405203-50,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824405203-50.jpg,,Purple Ikat Pattern Fabric,Фиолетовый узорчатый икат,Матоъи икати бунафши нақшдор,unisex,Материалы,,ikat; silk; traditional; pattern; purple; white; textile; central asian; handwoven; vibrant,икат; шелк; традиционный; узор; фиолетовый; белый; текстиль; центральноазиатский; ручная работа; яркий,икат; абрешим; миллӣ; нақш; бунафш; сафед; матоъ; осиёи марказӣ; дастбоф; ҷолиб,"A luxurious fabric showcasing a mesmerizing ikat pattern in vibrant purple and soft cream. This traditional textile exudes elegance and cultural richness, perfect for unique apparel or decor.","Роскошная ткань с завораживающим узором икат в ярком фиолетовом и нежном кремовом цветах. Этот традиционный текстиль излучает элегантность и культурное богатство, идеально подходит для создания уникальной одежды или декора.","Матоъи зебо бо нақши икати ҷолиб дар рангҳои бунафши пурҷило ва креми нарм. Ин матои миллӣ зебоӣ ва ғанӣ будани фарҳангро ифода мекунад, ки барои либос ё ороиши беназир мувофиқ аст."
item-1759824384742-49,https://raw.githubusercontent.com/davidov-robert/zto-photo/main/images/item-1759824384742-49.jpg,,Black and White Ikat (Atlas) Fabric,Черно-белый икат (Атлас),Матои атласи сиёҳу сафеди икат,unisex,Материалы,,Ikat; silk; black; white; traditional; geometric; pattern; Central Asian; Uzbek; Tajik; adras; atlas; textile,Икат; шелк; черный; белый; традиционный; геометрический; узор; центральноазиатский; узбекский; таджикский; адрас; атлас; ткань,Икат; абрешим; сиёҳ; сафед; миллӣ; нақши геометрӣ; нақш; Осиёи Марказӣ; ӯзбекӣ; тоҷикӣ; адрас; атлас; матоъ,"Elegant black and white Ikat silk fabric, featuring a striking traditional geometric pattern. This versatile textile is perfect for creating sophisticated attire, accessories, or home decor with a touch of Central Asian heritage.","Элегантная черно-белая шелковая ткань икат с ярким традиционным геометрическим узором. Этот универсальный текстиль идеально подходит для создания изысканной одежды, аксессуаров или домашнего декора с ноткой центральноазиатского наследия.","Матои абрешими икати сиёҳу сафеди шево, ки нақши ҳандасии анъанавии барҷаста дорад. Ин матои бисёркорӣ барои эҷоди либосҳои мураккаб, лавозимот ё ороиши хона бо лаҳзаи мероси Осиёи Марказӣ мувофиқ аст."
